Adv Roll No,ST
252050262,299
256166460,300
256185074,301
252077188,302
252006101,303
251046013,304
256141039,305
252049305,306
254020388,307
251130148,308
256136146,309
256182095,310
256146149,311
252049202,312
256165174,313
251111083,314
256125194,315
252050294,316
256158161,317
251139147,318
253046176,319
256145463,320
251091249,321
256169078,322
253007155,323
251145159,324
253003455,325
251148125,326
252047224,327
254004219,328
255036016,329
256180014,330
252060295,331
256125291,332
252060140,333
252033182,334
254017004,335
251067397,336
256147146,337
256161439,338
251105389,339
253001186,340
251132055,341
256147129,342
256136140,343
251114038,344
252043081,345
256051092,346
256148082,347
256156062,348
256035143,349
251066178,350
256157147,351
252071296,352
252064262,353
251054146,354
257020027,355
257028335,356
256017017,357
257028291,358
251050652,359
251134085,360
251133024,361
256165536,362
256004099,363
256134065,364
256127116,365
255043038,366
257037311,367
254013091,368
256129176,369
256137144,370
256169219,371
252058398,372
253003362,373
252031482,374
255003021,375
252061094,376
251144058,377
252050275,378
256175090,379
253002164,380
256168084,381
256015032,382
256138089,383
256095430,384
256051347,385
256146179,386
251125432,387
252060477,388
256170318,389
251065026,390
256136160,391
256169167,392
256020128,393
256176179,394
256146476,395
256139018,396
256167395,397
256166569,398
252073287,399
256170700,400
257037196,401
256159233,402
256129209,403
254037256,404
252068336,405
254020037,406
252058082,407
256155035,408
251074015,409
252053252,410
251074113,411
257032037,412
256158110,413
252060201,414
256019115,415
256137106,416
256106205,417
251118222,418
252059243,419
257050091,420
257009028,421
255055445,422
252038049,423
253041115,424
252053375,425
256165475,426
256165319,427
256184131,428
251009046,429
252065343,430
253031221,431
251066008,432
256148369,433
255030570,434
252028014,435
256047065,436
251117192,437
256146400,438
256181100,439
256126142,440
256170023,441
252011303,442
251126101,443
251159038,444
256159243,445
252046144,446
252031028,447
254005070,448
256166222,449
252082081,450
256145487,451
251142666,452
252046340,453
254033433,454
251136226,455
256145426,456
251108284,457
254024141,458
257017068,459
256169408,460
251022390,461
256137048,462
256132137,463
256175071,464
256182006,465
252043069,466
256129035,467
251069044,468
256126081,469
256164308,470
256035199,471
251142512,472
256145266,473
251011103,474
252079122,475
256196045,476
252050127,477
256165122,478
256047053,479
256164063,480
252082307,481
252049289,482
252080187,483
256055063,484
255023424,485
256166175,486
254001227,487
256161421,488
256147292,489
253001166,490
256147053,491
256148151,492
255028042,493
251024055,494
252079325,495
256125096,496
251066224,497
256149016,498
252103400,499
255054022,500
256159444,501
256055027,502
252054039,503
256132160,504
255065073,505
256195150,506
256004085,507
252013052,508
256149100,509
252063115,510
256052235,511
252053051,512
256165330,513
256192086,514
251033031,515
255032109,516
253007121,517
256162302,518
255007515,519
256197042,520
251125395,521
251021336,522
252063001,523
253015149,524
252098034,525
253041016,526
256167386,527
252094143,528
256162150,529
251050681,530
252047142,531
256071260,532
256155150,533
257049486,534
255015234,535
256195012,536
252053460,537
256125157,538
257017131,539
256126070,540
252056014,541
252078104,542
252031349,543
256038169,544
253004078,545
253002009,546
256175070,547
256195234,548
256145184,549
256130176,550
256164205,551
252053172,552
256167141,553
257032181,554
256170645,555
255038151,556
256200143,557
256053203,558
251072450,559
256188047,560
256129244,561
256175032,562
256153085,563
252068141,564
257027604,565
254002393,566
256159180,567
252063034,568
251039278,569
255055193,570
252077097,571
256145067,572
252050004,573
251161043,574
252062151,575
256149277,576
253037058,577
251143516,578
251050508,579
253002044,580
256036023,581
255049143,582
252052277,583
252042031,584
252069205,585
252031252,586
252047310,587
251071149,588
251143055,589
256146469,590
253003358,591
257022006,592
252071291,593
252031495,594
252050102,595
256148010,596
253005052,597
256188050,598
251064012,599
256170469,600
256131165,601
256176095,602
251048158,603
252033024,604
256180051,605
252050403,606
252079040,607
255058086,608
251141206,609
251066145,610
252047414,611
256057269,612
255031247,613
252034240,614
252002024,615
253002272,616
257025035,617
256176150,618
256167126,619
256197130,620
252016043,621
256163110,622
251071358,623
256125053,624
256148406,625
255018438,626
255049021,627
252070147,628
256162225,629
256055249,630
256146313,631
256196032,632
256136123,633
252082317,634
251006014,635
256182091,636
256138007,637
256166832,638
252100078,639
256198089,640
252054219,641
256145060,642
251142148,643
251050009,644
251124188,645
256031112,646
252043072,647
256170518,648
252079151,649
252056441,650
252066108,651
256051243,652
253007050,653
256159414,654
257017023,655
252093003,656
256166772,657
252056070,658
252049022,659
256155147,660
251002043,661
254052196,662
255055481,663
256057366,664
256172213,665
251066047,666
251007296,667
253046123,668
251023300,669
256140110,670
252035310,671
256170191,672
256150103,673
253003094,674
256057226,675
256143065,676
256175069,677
252092085,678
252041041,679
256168391,680
252031397,681
254004339,682
252015314,683
257010038,684
256167400,685
256175324,686
254006245,687
251109352,688
256157001,689
252067203,690
256160279,691
252083220,692
256170035,693
255030170,694
252031688,695
257017328,696
257030155,697
256170261,698
255011031,699
256192009,700
253041102,701
251045026,702
251109386,703
252079021,704
256174228,705
255008191,706
256055387,707
252070073,708
251009072,709
256146438,710
256060006,711
257009082,712
256160108,713
256150189,714
256032077,715
256198037,716
252019125,717
252047283,718
253003122,719
253002245,720
252092226,721
256167172,722
256133094,723
252039085,724
252060203,725
255049023,726
252083042,727
257030008,728
256125290,729
256157167,730
256125173,731
252031599,732
254050094,733
256129263,734
256058025,735
256161254,736
256157030,737
256145447,738
256053247,739
257029033,740
251117474,741
256165106,742
256139007,743
256132168,744
252082350,745
257021036,746
253002136,747
255021342,748
256146468,749
256177151,750
251109330,751
256195083,752
254003126,753
252047306,754
256179107,755
256138140,756
256139017,757
251123207,758
256131034,759
251143172,760
256061388,761
255047077,762
256170633,763
256134138,764
256197070,765
256169557,766
256072020,767
257050120,768
256184105,769
252031405,770
256156015,771
256131239,772
251147023,773
256138096,774
253004164,775
256039321,776
251007740,777
256071228,778
254013132,779
252079085,780
252035215,781
256009023,782
256154118,783
255031061,784
252092379,785
253003210,786
256153077,787
252060205,788
255029092,789
257010046,790
254002327,791
256059061,792
256125128,793
251050339,794
254025032,795
255019079,796
256181075,797
252069335,798
251051012,799
252035027,800
252060384,801
255040010,802
256173058,803
256052245,804
251147143,805
256155148,806
256125254,807
251071324,808
256167467,809
256134189,810
256147470,811
256162007,812
253047030,813
256016125,814
252083188,815
256129011,816
252065242,817
256127149,818
256192104,819
256057480,820
252034145,821
252023023,822
252047393,823
256155064,824
252063166,825
256131233,826
255020034,827
256149249,828
256108103,829
256169352,830
255031173,831
252073237,832
256195040,833
251030118,834
256150065,835
251038175,836
254055404,837
256155016,838
256169452,839
251039249,840
256051381,841
251048204,842
251137207,843
255030468,844
252055028,845
256191064,846
256175242,847
255063470,848
253003124,849
256175338,850
252064079,851
251072355,852
252051035,853
256136168,854
253035047,855
256191125,856
251140071,857
252086077,858
252061082,859
251131042,860
256199107,861
255030601,862
251108377,863
251130015,864
256200161,865
251067465,866
251162027,867
255023401,868
257049336,869
256034040,870
252056016,871
256193100,872
256022114,873
256135158,874
256024053,875
256047126,876
253039019,877
256003032,878
256181079,879
253041038,880
256127203,881
251141317,882
253042049,883
256142024,884
256136173,885
256163052,886
256175329,887
256177195,888
251050599,889
251071225,890
255010198,891
256040210,892
256165125,893
256126078,894
255037039,895
253002134,896
253040113,897
256131147,898
251143538,899
251143454,900
256149232,901
253042026,902
256164165,903
251021088,904
256127068,905
256180132,906
251141636,907
256160327,908
256010039,909
251130106,910
254042459,911
254016120,912
256054041,913
256184008,914
256139136,915
255007391,916
257049242,917
251046091,918
256003064,919
256167411,920
256166375,921
253049225,922
256164151,923
256147025,924
251092130,925
251088076,926
252073148,927
256126116,928
256166361,929
251042353,930
252052248,931
252058143,932
256129274,933
253041043,934
256168333,935
256176143,936
252064066,937
256146289,938
257051149,939
256157031,940
251127025,941
256128082,942
254051229,943
254007167,944
256174614,945
256161476,946
256053037,947
252009021,948
252054038,949
252031088,950
251015047,951
254014343,952
255069168,953
253005102,954
256164227,955
256130018,956
256127282,957
256149046,958
255031070,959
251148069,960
256161416,961
256176119,962
256159286,963
256143043,964
253002094,965
256169253,966
256148068,967
253037284,968
252046215,969
256174206,970
256149220,971
253041044,972
251127018,973
256127270,974
255004003,975
251071084,976
252033119,977
256060014,978
253005085,979
256133217,980
256125109,981
253004038,982
252069113,983
256165371,984
256157002,985
251067115,986
252048381,987
256142094,988
252031233,989
256145324,990
256125078,991
253022892,992
256170655,993
256195360,994
256125278,995
251066120,996
252049364,997
256158167,998
252083172,999
256175152,1000
251045023,1001
251072134,1002
253007135,1003
254004079,1004
251071286,1005
255018174,1006
255049066,1007
256181026,1008
256136040,1009
252019382,1010
257045222,1011
256137091,1012
256148067,1013
256166270,1014
256168240,1015
256195332,1016
256147445,1017
256177124,1018
251132030,1019
256167184,1020
256161339,1021
252057021,1022
256149299,1023
256129299,1024
252039174,1025
255005474,1026
256155090,1027
255023497,1028
256156045,1029
256193110,1030
252001025,1031
256186170,1032
252050141,1033
252032336,1034
256169318,1035
252056279,1036
256169177,1037
252031013,1038
256166029,1039
253001146,1040
252060105,1041
252056472,1042
252071147,1043
252060325,1044
256166353,1045
256170511,1046
255027360,1047
256146266,1048
253005096,1049
256169383,1050
256022044,1051
251091269,1052
256175347,1053
251023011,1054
252066064,1055
257050054,1056
252092367,1057
257011005,1058
256193016,1059
251021196,1060
256115208,1061
255044109,1062
256175133,1063
251091447,1064
256169110,1065
256156010,1066
256011074,1067
252048280,1068
256145242,1069
251071102,1070
251069034,1071
252051083,1072
256161368,1073
255016015,1074
251049224,1075
252054015,1076
256147186,1077
256145420,1078
252073288,1079
256133066,1080
254039182,1081
256129215,1082
251072402,1083
251067338,1084
251034039,1085
252083277,1086
256166503,1087
256195054,1088
252094056,1089
251023181,1090
252039238,1091
256188043,1092
256179152,1093
256031009,1094
251047118,1095
252054242,1096
256195312,1097
252070229,1098
256057190,1099
256159346,1100
255029001,1101
256161060,1102
256146190,1103
252054206,1104
252033329,1104
252065029,1106
256166105,1107
251142513,1108
256177015,1109
252081029,1110
252050054,1111
256023031,1112
257020326,1113
252031102,1114
252047383,1115
256198217,1116
253003318,1117
256051219,1118
256148232,1119
256139119,1120
256021035,1121
251007302,1122
255060037,1123
256180001,1124
256134203,1125
252062034,1126
256166234,1127
256146114,1128
256200101,1129
255028019,1130
251068178,1131
256162294,1132
251007517,1133
256035013,1134
256127255,1135
251057063,1136
256170620,1137
256199044,1138
255027017,1139
257009064,1140
252074116,1141
256162332,1141
251126083,1143
252094019,1144
256166876,1145
251131084,1146
257011043,1147
256159268,1148
253004049,1149
256161346,1150
252083225,1151
257020171,1152
256162180,1153
252052033,1154
256140067,1155
256061275,1156
252081360,1157
253001140,1158
256176172,1159
251142622,1160
252031655,1161
251067259,1162
256134194,1163
256194051,1164
251125023,1165
252005124,1166
256170299,1167
256169561,1168
256061101,1169
256058196,1170
252035338,1171
252064137,1172
253042048,1173
253002121,1174
252005278,1175
251007719,1176
255021607,1177
255002257,1178
256037084,1179
256132023,1180
252058438,1181
256039404,1182
256164244,1183
251107030,1184
254042208,1185
252046069,1186
252063138,1187
256061254,1188
256156072,1189
252056469,1190
256196152,1191
251089191,1192
256035236,1193
256161037,1194
256175220,1195
256127314,1196
256125259,1197
251119219,1198
251143339,1199
255007278,1200
251038196,1201
251049129,1202
256149288,1203
256133040,1204
256152038,1205
253034073,1206
256028172,1207
252072015,1208
256178106,1209
257032209,1210
253003521,1211
251023051,1212
256159186,1213
253012347,1214
256175043,1215
255027011,1216
253044038,1217
256164298,1218
256185064,1219
253002025,1220
256131032,1221
252084428,1222
257049090,1223
256173092,1224
252058152,1225
252063031,1226
251091027,1227
251071374,1228
251119108,1229
252009088,1230
252069215,1231
256182012,1232
256177219,1233
252083125,1234
255039146,1235
255022013,1236
256166693,1237
255031014,1238
251081050,1239
256145040,1240
256167266,1241
254019168,1242
256020092,1243
252031137,1244
257014456,1245
256147195,1246
256154081,1247
256140123,1248
256175266,1249
252046332,1250
256146415,1251
255030253,1252
255030473,1253
251078023,1254
256183059,1255
256179191,1256
256182096,1257
256032116,1258
256200004,1259
256134062,1260
256185059,1261
256155005,1262
256147475,1263
251047242,1264
255017035,1265
256015100,1266
255030155,1267
251094170,1268
252057134,1269
252076140,1270
252092296,1271
251160090,1272
253003522,1273
256174345,1274
256167354,1275
256040038,1276
256133113,1277
256175305,1278
251145401,1279
252060376,1280
252031060,1281
257055058,1282
252077066,1283
256180031,1284
256192059,1285
252053220,1286
251136236,1287
252064413,1288
252053071,1289
256146063,1290
252053385,1291
251004052,1292
257032004,1293
256059162,1294
251055046,1295
256004120,1296
256177070,1297
256170677,1298
256162296,1299
256146331,1300
251028083,1301
255030107,1302
252019398,1303
256057526,1304
256188041,1305
254011327,1306
254065094,1307
255018404,1308
252067234,1309
256175197,1310
252066235,1311
256156086,1312
251047301,1313
256035280,1314
255030561,1315
256040103,1316
256128100,1317
252054050,1318
252071234,1319
252067055,1320
256195165,1321
252071266,1322
256177111,1323
256154111,1324
256175248,1325
252071056,1326
256165365,1327
256174272,1328
256061169,1329
256133091,1330
252058125,1331
256145198,1332
256175244,1333
256134211,1334
256149239,1335
251042453,1336
252068052,1337
254001307,1338
252013113,1338
256150244,1340
251158164,1341
251130367,1342
256168218,1343
256127162,1344
252059073,1345
252072142,1346
256184157,1347
256170378,1348
251159082,1349
252068172,1350
252066300,1351
256174152,1352
256170138,1353
254033074,1354
252063123,1355
255005418,1356
256014200,1357
256195384,1358
251021029,1359
252040065,1360
251159290,1361
253003158,1362
253041055,1363
252016464,1364
256135004,1365
253002114,1366
252071112,1367
255018157,1368
254030412,1369
256170093,1370
256162370,1371
253004053,1372
251110656,1373
252089147,1374
256160046,1375
252053343,1376
256169259,1377
256162418,1378
252058346,1379
251143656,1380
253001155,1381
255029128,1382
252073325,1383
256178160,1384
256187057,1385
256154084,1386
252059307,1387
255035081,1388
251067049,1389
252059257,1390
251159228,1391
256161330,1392
251068363,1393
256157164,1394
252045117,1395
256139005,1396
256071013,1397
256153002,1398
253046075,1399
254042085,1400
256177221,1401
256042156,1402
253041024,1403
252063136,1404
256180028,1405
256170336,1406
256055207,1407
254043187,1408
253043001,1409
252031064,1410
252057235,1411
256159393,1412
252046031,1413
256035149,1414
256054093,1415
256145293,1416
251042291,1417
256161239,1418
256133245,1419
253003182,1420
256148451,1421
252035382,1422
251154046,1423
254056040,1424
253047008,1425
251074022,1426
256176130,1427
256147095,1428
256054091,1429
256147077,1430
251023221,1431
256164225,1431
252070220,1433
252059002,1434
255049105,1435
256185075,1436
255019111,1437
256134174,1438
253001061,1439
255017269,1440
256154087,1441
255033112,1442
252067024,1443
251121072,1444
256032286,1445
256196017,1446
253001055,1447
256134078,1448
256184058,1449
251146206,1450
252043076,1451
253041039,1452
256146500,1453
256159132,1454
256163043,1455
256149044,1456
256126021,1457
256180068,1458
256146121,1459
256145153,1460
255030295,1461
256166648,1462
255018045,1463
256018069,1464
256168123,1465
256149196,1466
256160177,1467
251125193,1468
257049564,1469
252042041,1470
256194046,1471
256147038,1472
256165277,1473
256199072,1474
256095489,1475
252054136,1476
256126003,1477
257014705,1478
256135197,1479
255008163,1480
256134098,1481
252046151,1482
256022121,1483
252057229,1484
256171198,1485
255047194,1486
256170172,1487
251084022,1488
256200073,1489
256183104,1490
256145399,1491
256050022,1492
254009025,1493
255018262,1494
256165520,1495
252004412,1496
252064384,1497
256166856,1498
252102118,1499
252031114,1500
256161213,1501
251142451,1502
252013056,1503
256197055,1504
256127087,1505
256174060,1506
251051222,1507
252071330,1508
254047161,1509
252067313,1510
252075093,1511
256166534,1512
252033224,1513
256134049,1514
253002071,1515
256124083,1516
256179118,1517
252064084,1518
256174439,1519
256169443,1520
256170412,1521
252058224,1522
256198177,1523
251118084,1524
256175327,1525
256182098,1526
257030132,1527
251048103,1528
252093018,1529
251103069,1530
253044024,1531
256023037,1532
256130053,1533
256196175,1534
251090039,1535
251069092,1536
256161426,1537
257009057,1538
256179051,1539
256026071,1540
256035083,1541
256017011,1542
255021435,1543
253049603,1544
251031065,1545
253005013,1546
256166631,1547
252050094,1548
256170372,1549
256177131,1550
254016333,1551
256161372,1552
256162173,1553
254014033,1554
252031365,1555
252059016,1556
256138034,1557
256139080,1558
256161261,1559
256003111,1560
256125086,1561
256195245,1562
252078187,1563
255023394,1564
253003392,1565
252044174,1566
252093164,1567
251146289,1568
256165382,1569
256135200,1570
256167468,1571
256050140,1572
251130036,1573
257009021,1574
253005049,1575
252071327,1576
252054032,1577
256195205,1578
255047145,1579
256132177,1580
256124057,1581
251141597,1582
251143490,1583
251018194,1584
256194061,1585
252031592,1586
252031142,1587
252066005,1588
256167265,1589
256031020,1590
256130227,1591
252094112,1592
251143501,1593
254065298,1594
252069088,1595
254011001,1596
256190026,1597
255023310,1598
252063027,1599
255011097,1600
256193081,1601
251055017,1602
252104285,1603
256166205,1604
256158029,1605
256197067,1606
252006170,1607
256114230,1608
256145219,1609
256127200,1610
256164075,1611
252006398,1612
255032072,1613
255017154,1614
256036011,1615
252066142,1616
252035252,1617
252060340,1618
256055227,1619
256181052,1620
256138100,1621
256148161,1622
256145107,1623
254048037,1624
256051407,1625
252058269,1626
255017014,1627
252089121,1628
252047309,1629
251124049,1630
256169373,1631
256164230,1632
252055087,1633
256192099,1634
251067375,1635
256168363,1636
251143354,1637
256051486,1638
256178165,1639
256143030,1640
254018052,1641
256167466,1642
256137018,1643
251057023,1644
256096351,1645
255015451,1646
255031222,1647
256158012,1648
256149224,1649
256173151,1650
256166476,1651
252095072,1652
252014077,1653
256167112,1654
251021055,1655
252070088,1656
252073113,1657
256169272,1658
252031306,1659
251026041,1660
256059099,1661
253003512,1662
256022172,1663
252031326,1664
256136198,1665
256145453,1666
257021051,1667
256200150,1668
252094031,1669
252056267,1670
252069197,1671
252067283,1672
252050491,1673
256032277,1674
255039194,1675
256019086,1676
251079055,1677
252013066,1678
256043259,1679
256136194,1680
252047152,1681
252073059,1682
253003279,1683
255020024,1684
252071058,1685
256177159,1686
256199028,1687
252071032,1688
256160139,1689
256133104,1690
251071518,1691
253040069,1692
257009018,1693
251117592,1694
256195229,1695
251125262,1696
256154051,1697
256126024,1698
256162127,1699
256165161,1700
256172031,1701
256130117,1702
251072253,1703
251141435,1704
256155081,1705
256125222,1706
256179069,1707
256148144,1708
253005116,1709
251091163,1710
256145121,1711
256137034,1712
253022650,1713
256148411,1714
256166848,1715
252031238,1716
252047195,1717
253044011,1718
252053058,1719
256092020,1720
256130078,1721
256170763,1722
256167189,1723
252009291,1724
256146184,1725
252059246,1726
254048017,1727
256134130,1728
256150221,1729
256180029,1730
256196145,1731
252081177,1732
256199136,1733
253001133,1734
252001152,1735
256174333,1736
254003053,1737
252080046,1738
256163017,1739
252075212,1740
252057102,1741
256160183,1742
253002084,1743
252064148,1744
252060270,1745
252064157,1746
255021019,1747
251021089,1748
252101047,1749
252062167,1750
251032059,1751
251142164,1752
252047060,1753
256200108,1754
256115043,1755
251146213,1756
256053019,1757
253040089,1758
252102388,1759
252052024,1760
256166456,1761
256167376,1762
252021219,1763
256174189,1764
251037077,1765
255048017,1766
255042073,1767
256176166,1768
255049088,1769
256174212,1770
256165133,1771
256115312,1772
256149141,1773
252046039,1774
256146126,1775
256128029,1776
255046013,1777
252059172,1778
256165423,1779
251117522,1780
251026117,1781
252020035,1782
256136033,1783
252014240,1784
254050265,1785
256150148,1786
256022122,1787
252059231,1788
256147222,1788
257033206,1790
256194107,1791
256038017,1792
256179227,1793
256191120,1794
251147152,1795
251159026,1796
256147395,1797
254011021,1798
256132163,1799
256180015,1800
253003116,1801
256143010,1802
256198199,1803
256159420,1804
252061195,1805
251022262,1806
256136141,1807
252031535,1808
257049037,1809
252031192,1810
256177143,1811
254016475,1812
255017489,1813
253003348,1814
256125287,1815
251143245,1816
256145157,1817
256057327,1818
252070125,1819
255017261,1820
252090025,1821
256185160,1822
256179105,1823
256168237,1824
251110242,1825
252043077,1826
256180131,1827
251040145,1828
252053332,1829
256164109,1830
252083150,1831
252093237,1832
256058215,1833
255003196,1834
252031213,1835
251035087,1836
255005253,1837
255018452,1838
256166560,1839
256192055,1840
256167106,1841
253001090,1842
252067064,1843
252081028,1844
256165061,1845
257011013,1846
256159252,1847
256161164,1848
256188032,1849
253003577,1850
253004133,1851
256152021,1852
255030231,1853
257027424,1854
252013191,1855
256134141,1856
256055394,1857
251131022,1858
256139149,1859
251068190,1860
253001135,1861
252014219,1862
251089200,1863
257028192,1864
252086110,1865
255021556,1866
255021348,1867
256176148,1868
256127033,1869
256154092,1870
255030207,1871
251068262,1872
256128052,1873
256048065,1874
255021734,1875
252078116,1876
255021301,1877
256167217,1878
252057079,1879
256141023,1880
255021379,1881
256148069,1882
256168059,1883
252016091,1884
251130020,1885
256141002,1886
256159358,1887
252061091,1888
256127123,1889
256164267,1890
256167020,1891
251094119,1892
253041087,1893
251127001,1894
256147037,1895
256168064,1896
256148215,1897
251007580,1898
256172168,1899
256166466,1900
252065275,1901
256199068,1902
251058058,1903
252033041,1904
251027072,1905
254004414,1906
256129070,1907
251024069,1908
256166585,1909
256170265,1910
252048282,1911
256129033,1912
251145435,1913
251125129,1914
252007069,1915
256170442,1916
256164343,1917
252018223,1918
256057203,1919
252031132,1920
251014132,1921
252059237,1922
256032035,1923
256174479,1924
254006067,1925
253001169,1926
256129242,1927
256141076,1928
256168132,1929
256165289,1930
251130281,1931
256055286,1932
252047029,1933
251146070,1934
256032190,1935
256193124,1936
255049145,1937
255030163,1938
256163027,1939
256198186,1940
251049208,1941
256042312,1942
252060128,1943
256195143,1944
252001037,1945
257009036,1946
252065098,1947
251021335,1948
256170730,1949
256199195,1950
252031690,1951
255002138,1952
255065096,1953
256192098,1954
254020232,1955
256127190,1956
252031201,1957
252079322,1958
256174309,1959
256179018,1960
251091243,1961
256170713,1962
256136012,1963
257012011,1964
256161084,1965
256147228,1966
256175093,1967
256195281,1968
253041126,1969
256184065,1970
256138054,1971
256019048,1972
256166180,1973
256175048,1974
252072144,1975
253044061,1976
253046020,1977
251001060,1978
256170302,1979
256160077,1980
252057044,1981
252068378,1982
255032200,1983
252056426,1984
256154060,1985
254063013,1986
253048038,1987
252043023,1988
256180080,1989
256164241,1990
252056399,1991
255029183,1992
252047158,1993
252072033,1994
251022108,1995
253002199,1996
252067259,1997
252080313,1998
256130082,1999
251042243,2000
257030066,2001
256161276,2002
256071077,2003
254001452,2004
255047094,2005
256178134,2006
256175175,2007
256184139,2008
256139135,2009
252090053,2010
255007040,2011
256058164,2012
256167333,2013
256188061,2014
256146356,2015
256019035,2016
251118044,2017
257017238,2018
256157145,2019
254005165,2020
256125034,2021
256014149,2022
256058165,2023
252035213,2024
252049231,2025
256194147,2026
252087217,2027
256175042,2028
252073064,2029
256149297,2030
252073443,2031
255047028,2032
255029234,2033
257031003,2034
253001040,2035
253044009,2036
251127033,2037
257051219,2038
253005137,2039
256159201,2040
252081465,2041
255002295,2042
251138036,2043
257049506,2044
256177035,2045
256170508,2046
251070228,2047
256032150,2048
251050425,2049
257009050,2050
252073176,2051
254001157,2052
251135022,2053
256148239,2054
256043318,2055
252031182,2056
251068028,2057
256061076,2058
256193066,2059
252062009,2060
252085180,2061
255063424,2062
256158043,2063
251047178,2064
256134077,2065
256173124,2066
256060071,2067
256018054,2068
252085061,2069
257009042,2070
256180079,2071
256127177,2072
256129164,2073
256145204,2074
256146423,2075
255013078,2076
252051128,2077
251068306,2078
256165186,2079
256186103,2080
253045009,2081
256140037,2082
256151076,2083
251135030,2084
256194141,2085
252048100,2086
255032104,2087
256150179,2088
256168260,2089
252051198,2090
256127021,2091
252049269,2092
252059127,2093
251090205,2094
251039036,2095
254017126,2096
251007758,2097
256175281,2098
251117600,2099
251100040,2100
257045340,2101
255011134,2102
253046133,2103
256177226,2104
256169542,2105
256170680,2106
256160107,2107
256145282,2108
251159148,2109
252079365,2110
251162063,2111
253002183,2112
256052135,2113
256163014,2114
256165278,2115
256152002,2116
254015205,2117
252058376,2118
251062097,2119
253001028,2120
252035008,2121
256198091,2122
255018291,2123
252053297,2124
256003063,2125
252022086,2126
256161285,2127
256004390,2128
256167276,2129
253001080,2130
256184153,2131
257023232,2132
256154034,2133
256125133,2134
256166109,2135
253007094,2136
252065066,2137
253001103,2138
252057138,2139
